tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas
SEM VÍTIMA;FINALIZADA;2015-06-03;12:22:00.000;SANTO AMARO;AV NORTE;;C/ PONTE DO LIMOEIRO;COLISÃO;COLISÃO ENTRE 2 AUTOS SEM VÍTIMAS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;12:58:00.000;CAMPO GRANDE;RUA MARQUES DE BAIPENDI;;553, PX AO BAR DO ZE;COLISÃO;COLISAO ENTRE AUTO E MICRO ONIBUS;1;;;;;1;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;13:32:00.000;CAMPO GRANDE;RUA PRUDENTE DE MORAES;;APÓS  A PRAÇA DE CAMPO GRADE E/F DA LIQUIGÁS N 158;COLISÃO;COLISÃO DE DOIS AUTOS S/V;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;13:51:00.000;ALTO JOSÉ BONIFÁCIO;RUA CORREGO DO OURO;;E/F DA PANIFICADORA PAN VICTOR;COLISÃO;COLISÃO DE DOIS AUTOS  S/V;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;13:56:00.000;AFOGADOS;EST DOS REMEDIOS;;E/F AO POSTO ESTRADA;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
COM VÍTIMA;CANCELADA;2015-06-03;14:25:00.000;ÁGUA FRIA;RUA JULIO RAMOS;;NUMERO  31 A  ENFRENTE  A LOTERIA AXÉ;COLISÃO;COLISÃO AUTO E MOTO;1;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-03;14:28:00.000;BOA VIAGEM;AV DES JOSE NEVES;;SENTIDO CIDADE, ANTES DO VIADUTO TANCREDO NEVES;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;14:37:00.000;ESPINHEIRO;RUA DA HORA;;N 248  EM FRENTE  ÁS LOJAS VAGAMUNDO;COLISÃO;COLISÃO DOIS   AUTOS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;14:39:00.000;;AV;;XX;COLISÃO;XXX;0;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;14:44:00.000;TAMARINEIRA;RUA CONEGO BARATA;125;AO LADO DA FERREIRA COSTA;COLISÃO;COLISAO ENTRE DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;15:16:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;AO LADO DO AEROPORTO E/F DO DRIVE ALTO CENTER S/T PIEDADE;COLISÃO;COLISÃO DE QUATRO AUTOS S/V;4;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;15:57:00.000;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;;APÓS O CT DO SANTA CRUZ;COLISÃO;COLISÃO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;15:50:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;PX AO VIADUTO DO AEROPORTO SENTIDO JABOATÃO;COLISÃO;COLISAO ENTRE AUTO E CAMINHAO;1;;;;;;1;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;16:10:00.000;ARRUDA;RUA DR MACHADO;;E/F DA PANIFICADORA DO MACHADO;COLISÃO;COLISÃO DE DOIS AUTOS S/V;1;1;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;16:30:00.000;BOA VIAGEM;AV VINTE DE JANEIRO;;EM FRENTE  AO MARTELINHO DE OURO N  1373;COLISÃO;COLISÃO DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-03;17:10:00.000;BOA VIAGEM;RUA JOSE MARIA DE MIRANDA;;AO LADO DA IMOBILIARIA PAULO MIRANDA;COLISÃO;COLISAO ENTRE AUTO E CAMINHAO;1;;;;;;1;;;0
COM VÍTIMA;EM ATENDIMENTO;2015-06-03;17:26:00.000;COQUEIRAL;RUA DA CUSTODIA;;E/F MERCADO CUSTODIA E PX AO BAR DO FERNANDO;ATROPELAMENTO;ATROPELAMENTO;;;;;1;1;;;;1
COM VÍTIMA;CANCELADA;2015-06-03;18:03:00.000;BAIRRO DO RECIFE;C SANTA RITA;;ENFR A TORRE GEMIAS;COLISÃO;ACIDENTE DE PERCURSO;;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-03;19:08:00.000;GRAÇAS;AV RUI BARBOSA;;ENF AO BANCO ITAU DA PRAÇA DO ENTRONCAMENTO;COLISÃO;;1;;;;;;1;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;20:35:00.000;ENCRUZILHADA;RUA LARGA DO FEITOZA;;"A POIS A IGREIJA DE BELEM 3; RUA A DIREITA \ SENT CAMPO GRANDE";COLISÃO;;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;20:47:00.000;TAMARINEIRA;EST DO ARRAIAL;;ENF AS CASA JOSE ARAUJO \ SEMAFORO 061;COLISÃO;;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;21:49:00.000;DERBY;PRC DO DERBY;;DE ESQ COM O  QUARTEL DO DERBY  SEMAFORO 040;COLISÃO;;1;;1;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-03;23:49:00.000;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;ENF AO RESTAURANTE OSTREIRO  SENT CIDADE;COLISÃO;;2;1;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;00:30:00.000;BOA VIAGEM;RUA ALMIRANTE SALDANHA DA GAMA;;PRÓX AO CLUBE DAS ÁGUIAS/ EM FRENTE A GARAGEM DA BORBOREMA;COLISÃO;COLISÃO ENTRE UM ONIBUS/ TÁXI/ E DOIS AUTOS;2;;;;;1;;;1;0
SEM VÍTIMA;FINALIZADA;2015-06-04;06:42:00.000;IPUTINGA;AV CAXANGA;;PRÓXIMO AO POSTO DA PETROBRAS;COLISÃO;COLISÃO ENTRE DOIS AUTOMÓVEIS;2;;;;;;;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-04;07:36:00.000;TORRE;RUA PADRE ANCHIETA;;NO SEMAFORO Nº193 , PX DA MASSA NOBRE Nº414;COLISÃO;;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;08:12:00.000;PINA;PTE GOVERNADOR PAULO GUERRA;;SENTIDO BOA VIAGEM;COLISÃO;COLISÃO ENTRE UM ONIBUS E UMA CARRETA SEM VÍTIMA;;;;;;1;1;;;0
SEM VÍTIMA;CANCELADA;2015-06-04;08:12:00.000;PINA;PONTE PAULO GUERRA;;SENTIDO BOA VIAGEM;COLISÃO;COL~ISÃO ENTRE UM ONIBUS E UMA CARRETA SEM VÍTIMA;;;;;;1;1;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;08:45:00.000;ESPINHEIRO;RUA SAO SALVADOR;;PROXIMO AO CLUBE PORTUGUÊS;COLISÃO;COLISÃO ENTRE DOIS AUTOMÓVEIS;2;;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-04;08:58:00.000;IPSEP;RUA JEAN EMILE FAVRE;;E/F A PADARIA PAN SABOR  Nº 1712;COLISÃO;COM UMA VÍTIMA;2;;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-04;10:16:00.000;BOA VIAGEM;RUA SETUBAL;;E/F AO EDF. ANTÔNIO FIGUEREDO DE SÁ 98. PROX AP RACINHA DE BOA VIAGEM;COLISÃO;SEM VÍTIMAS;1;;;;;1;;;;0
COM VÍTIMA;FINALIZADA;2015-06-04;11:30:00.000;BOA VIAGEM;AV BOA VIAGEM;;PROX. SEMAFORO 120;COLISÃO;VITIMA AGUARDANDO SOCORRO;1;;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-04;12:59:00.000;CAMPO GRANDE;AV GOVERNADOR AGAMENON MAGALHAES;;AO LADO DO SHOPPING TACARUNA, POSTO BR, SENTIDO OLINDA.;COLISÃO;COLISÃO;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;13:30:00.000;ENGENHO DO MEIO;RUA JOSE DOS SANTOS;;NO TERMINAL DO ENGENHO DO MEIO;COLISÃO;COLISÃO DE DOIS AUTOS S/V;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;13:46:00.000;BOA VIAGEM;AV MARECHAL MASCARENHAS DE MORAES;;AO LADO DA CAIXA ECONOMICA FEDERAL PROX DO AEROPORTO;COLISÃO;COLISÃO DE DOIS AUTOS S/V;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;14:30:00.000;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;AO LADO DA PIZZARIA DOMINOS E E/F DO  POSTO DA POLICIA MILITAR .;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;14:43:00.000;TAMARINEIRA;EST DO ARRAIAL;2466;E/F A PADARIA CIDADE JARDINS;CHOQUE;CHOQUE DE CAMINHAO COM MURO;;;;;;;1;;;0
COM VÍTIMA;EM ATENDIMENTO;2015-06-04;16:26:00.000;JARDIM SÃO PAULO;AV LIBERDADE;678;E/F A CASA DO BREGA;COLISÃO;COLISAO ENTRE AUTO E MOTO;1;1;;;;;;;;1
SEM VÍTIMA;EM ATENDIMENTO;2015-06-04;16:52:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;NA ENTRADA DA ESTAÇAO TANCREDO NEVES E/F DA INSINUANTE;COLISÃO;COLISÃO DE AUTO E CAMINHAO S/V;1;;;;;;1;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-04;17:08:00.000;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;609;APÓS O GIGANTE DO SAMBA, E/F FARMÁCIA NOVA JERUSALÉM;COLISÃO;COLISÃO;;1;;;;1;;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-04;17:23:00.000;IPSEP;AV RECIFE;;SEMÁFORO 016 EM FRENTE AO NUCLEO DA PM;COLISÃO;COLISÃO ENTRE DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;17:40:00.000;SÃO JOSÉ;RUA IMPERIAL;;TRAV DO RAPOSO;COLISÃO;;2;;;;;;;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-04;18:03:00.000;BOA VISTA;RUA DO RIACHUELO;;COM RUA DA UNIÃO;COLISÃO;COLISÃO COLETIVO E AUTO PASSEIO;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;18:56:00.000;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;EM FRENTE A CASA DOS FRIOS;COLISÃO;S/V ENTRE 4 AUTOS;4;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;19:07:00.000;MADALENA;RUA BENFICA;;EM FRENTE AO BOM PREÇO DA BENFICA;COLISÃO;S/V ENTRE 2 AUTOS UM DOS CONDUTORES MUITO EMBREAGADO;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-04;19:09:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;5803;POSTO GASOLINA IPIRANGA;COLISÃO;AUTO E ONIBUS COLISÃO LEVE;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;19:40:00.000;BOA VIAGEM;RUA DEZ DE JULHO;;PROXIMO A INTEGRAÇÃO DO AEROPORTO;COLISÃO;S/V ENTRE AUTO E ONIBUS;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;20:30:00.000;BOA VIAGEM;AV FERNANDO SIMOES BARBOSA;1080;PROX AO RESTAURANTE PAI JUSARA;COLISÃO;COLISÃO LEVE;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;22:05:00.000;MADALENA;RUA JOAQUIM NABUCO;;AO LADO DA RESTAURAÇÃO E A ESCOLA BARBOSA LIMA;COLISÃO;COLISÃO LEVE;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-04;22:50:00.000;IMBIRIBEIRA;AV SENADOR ROBERT KENNEDY;800;SEMAFORO 319;COLISÃO;COLISÃO LEVE;1;;;;;1;;;;0
COM VÍTIMA;FINALIZADA;2015-06-04;21:37:00.000;BONGI;RUA DONA MARIA AUGUSTA NOGUEIRA;;PROX. ASSEMBLEIA DE DEUS;COLISÃO;VIATURA PM - MOTOCICLETA;1;1;;;;;;;;1
COM VÍTIMA;CANCELADA;2015-06-05;07:54:00.000;IPSEP;RUA HELIO BRANDAO;;PROXIMO AO TERMINAL DE ÔNIBUS DO IPSEP;COLISÃO;COLISÃO ENTRE UMA MOTOCILETA E UM AUTOMÓVEL;1;1;;;;;;;;1
COM VÍTIMA;FINALIZADA;2015-06-05;08:09:00.000;BOA VIAGEM;AV BOA VIAGEM;1756;NO SEGUNDO JARDIM ,SEMAFORO Nº003, ED. PUERTO;COLISÃO;MOTO E AUTO;1;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-05;08:26:00.000;VÁRZEA;RUA MARIO CAMPELO;201;RESIDENCIAL MORADA VERDE;COLISÃO;;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;08:43:00.000;BOA VIAGEM;RUA CORONEL BENEDITO CHAVES;0;SEMAFORO Nº114;COLISÃO;MOTO E AUTO;1;;;;;1;;;;0
SEM VÍTIMA;PENDENTE;2015-06-05;09:21:00.000;SANTO AMARO;AV JOAO DE BARROS;1629;EDF. ALAN KARDEC;COLISÃO;SEM VÍTIMAS;3;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;10:34:00.000;BOA VIAGEM;AV BOA VIAGEM;;3º JARDIM;COLISÃO;ENGAVETAMENTO ENTRE 3 AUTOS SEM VÍTIMA;2;;;;;;1;;;0
SEM VÍTIMA;PENDENTE;2015-06-05;11:02:00.000;ILHA DO LEITE;RUA DOS COELHOS;0;EM FRENTE AO IMIP;COLISÃO;COLISÃO ENTRE DOIS VEÍCULOS;2;;;;;;;;;0
SEM VÍTIMA;PENDENTE;2015-06-05;11:41:00.000;IPSEP;RUA JEAN EMILE FAVRE;750;E/F A GALERIA MARIA DE LOURDES(SEMÁFORO Nº 564);COLISÃO;SEM VÍTIMAS.;1;1;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-05;12:05:00.000;TORRE;AV BEIRA RIO;;PRAÇA DOMINGOS GIOVANETE;COLISÃO;COLISÃO ENTRE AUTO E MOTO;1;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-05;15:50:00.000;ÁGUA FRIA;AV BEBERIBE;2249;EM FRENTE AO MERCADO MELODIA NO SET/ CD;COLISÃO;SET/CD;2;;;;;;;;;0
COM VÍTIMA;CANCELADA;2015-06-05;12:02:00.000;AREIAS;AV RECIFE;3078;EM FRENTE A SAO PAULO VEICULOS,SENTIDO AEROPORTO;COLISÃO;COLISAO COM VITIMA;1;1;;;;;;;;1
SEM VÍTIMA;CANCELADA;2015-06-05;12:03:00.000;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;628;E/F AO REST DONA GULA;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;13:12:00.000;BOA VISTA;AV MARIO MELO;;RUA TREZE DE MAIO;QUEDA DE ÁRVORE;QUEDA DE ÁRVORE ONDE VEÍCULO DANIFICOU-SE E PRECISOU SER FEITO B.O.;;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;13:16:00.000;CASA FORTE;AV DEZESSETE DE AGOSTO;223;COM A   RUA VIRGÍNIA  LORETO;COLISÃO;AUTO  E CAMINHÃO;1;;;;;;1;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;13:39:00.000;CAXANGÁ;AV JOAQUIM RIBEIRO;;AO LADO DA UPA  / SENTIDO CAMARAGIBDE;COLISÃO;COLISÃO  DOIS AUTOS;1;;;;;;1;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;13:41:00.000;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;E/F AO HOSPITAL PORTUGUES, VIA LOCAL;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;13:53:00.000;BOA VIAGEM;RUA PADRE CARAPUCEIRO;;SHOPPING RECIFE, SAIDA DO Ristorante Michelli;COLISÃO;COLISAO ENTRE CARRO FORTE E AUTO;1;;;;;;1;;;0
COM VÍTIMA;FINALIZADA;2015-06-05;15:08:00.000;BOA VISTA;AV CONDE DA BOA VISTA;;E/F À CORREGEDORIA SDS;COLISÃO;COLISÃO ENTRE AUTO E MOTO;1;1;;;;;;;;1
COM VÍTIMA;FINALIZADA;2015-06-05;15:09:00.000;SAN MARTIN;AV GENERAL SAN MARTIN;;E/F  A ESCOLA DOM BOSCO;COLISÃO;COLISAO ENTRE AUTO E MOTO;1;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-05;15:25:00.000;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;121;SEMAFARO 280;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-05;15:47:00.000;BAIRRO DO RECIFE;AV MILITAR;;SUBIDA DA PONTE DO LIMOEIRO SENTIDO CID/SUB;ATROPELAMENTO ANIMAL;ONIBUS ATROPELOU UM MENINO QUE GALOPAVA UM CAVALO;;;;;;1;;;1;1
SEM VÍTIMA;FINALIZADA;2015-06-05;16:20:00.000;AFOGADOS;AV SUL;;EM FRENTE A ESTAÇÃO LARGO DA PAZ;COLISÃO;SENTIDO  CIDADE / COLISÃO AUTO E CAMINHÃO;1;;;;;;1;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;16:39:00.000;ALTO SANTA TERESINHA;RUA CONS BARROS BARRETO;;TERMINAL DE ONIBUS DO ALTO DE SANTA TERSINHA;COLISÃO;COLISAO ENTRE ONIBUS E AUTO;1;;;;;1;;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;16:42:00.000;TORRE;RUA JOSE BONIFACIO;;CARREFOOR DA TORRE, ESTAC SUPEOR;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
COM VÍTIMA;CANCELADA;2015-06-05;16:45:00.000;MADALENA;RUA BENFICA;870;E/F AO BOMPREÇO, SEMAFARO 051;ATROPELAMENTO;ATROPELAMENTO DE PEDESTRE;;;;;1;1;;;;1
COM VÍTIMA;FINALIZADA;2015-06-05;17:14:00.000;CAMPINA DO BARRETO;RUA DAS MOCAS;;FINAL DO CANAL, ANTIGO PASSA E FICA E ESQUINA BURGUER, SENTIDO FUNDÃO.;COLISÃO;1 AUTO E 1 MOTO;1;1;;;;;;;18;1
SEM VÍTIMA;FINALIZADA;2015-06-05;17:35:00.000;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;E/F  DO INSTITUTO DE CRIMINALISTICA S/T TACARUNA;COLISÃO;COLISÃO DE DOIS AUTOS S/V;2;;;;;;;;;0
COM VÍTIMA;EM ATENDIMENTO;2015-06-05;18:04:00.000;CASA AMARELA;RUA BELA VISTA;152;SÍTIO DA TRINDADE;COLISÃO;COLISÃO ENTRE AUTO E MOTO COM VÍTIMA;1;1;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-05;18:12:00.000;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;COLISÃO;SENTIDO OLINDA CRUZAMENTO DA EURICO MENDES PROX AO SEMAFORO;1;;;;;;1;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-05;18:43:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1200;ENF A MEIRA LINS \ SENT AEROPORTO;COLISÃO;;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;18:40:00.000;PINA;AV ANTONIO DE GOES;449;PROX EMPRESARIAL NILTON MELO;COLISÃO;COLISÃO ENTR5E TRES AUTO UMA DAS VITIMAS ESTA GRAVIDA;3;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;18:53:00.000;SAN MARTIN;AV ENGENHEIRO ABDIAS DE CARVALHO;3080;PROX AO RESTAURANTE CAMARÃO DO LEO;COLISÃO;COLISÃO ENTRE DOIS AUTO;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;18:50:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1148;ENFR A MEIRA LINS SENTIDO AEROPORTO;COLISÃO;COLISÃO;1;;;;;1;;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-05;18:59:00.000;TAMARINEIRA;RUA CONEGO BARATA;;ENF A FERREIRA COSTA \ SENT ARRUDA;COLISÃO;;2;;;;;;;;;0
SEM VÍTIMA;EM ATENDIMENTO;2015-06-05;19:40:00.000;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO RESTAURANTE SPETUS;COLISÃO;COLISÃO ENVOLVENDO DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-05;20:54:00.000;BOA VIAGEM;RUA FRANCISCO DE MORAES HERACLIO;100;DENTRO DO ESTACIONAMENTO  DO CARREFOUR DE BOA VIAGEM MENTO;COLISÃO;;2;;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-05;21:11:00.000;BOA VIAGEM;RUA DEZ DE JULHO;;PROX AO PONTINHÃO DO METRO PIZZARIA ESQUINA DEZ;COLISÃO;COLISÃO;1;1;;;;;;;;2
SEM VÍTIMA;FINALIZADA;2015-06-05;22:17:00.000;MADALENA;AV VISCONDE DE ALBUQUERQUE;339;PROX AO RESTAURANTE JOÃO DA CARNE DE SOL SENTIDO TORRE;COLISÃO;COLISÃO LEVE;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;23:12:00.000;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;ENF AO RESTAURANTE SPETUS;COLISÃO;COLISÃO;3;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-05;23:19:00.000;PRADO;RUA SANTA EDWIRGES;;PROX AO SEMAFORO 354 CRUZ COM ABDIAS DE CARVALHO;COLISÃO;COLISÃO;1;;;;;1;;;;0
COM VÍTIMA;EM ATENDIMENTO;2015-06-06;00:36:00.000;PARNAMIRIM;RUA DR JOSE DE GOES;;NA SUBIDA DO VIADUTO EM FRENTE AO GUANHAMUM GIGANTE;CHOQUE;AUTO SE CHOCOU CONTRA UMA ARVORE C/V;1;;;;;;;;;1
SEM VÍTIMA;FINALIZADA;2015-06-06;00:43:00.000;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;NO CRUSAMENTO COM A BEM VINDA DE FARIAS;COLISÃO;COLISAO ENTRE ENTRE DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;01:10:00.000;CORDEIRO;RUA MAURICIO DE NASSAU;;CRUSAMENTO COM PROF ESTAVAM DA COSTA;COLISÃO;COLISAO ENTRE ENTRE DOIS AUTOS;2;;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-06;03:40:00.000;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1043;EM FRENTE A MEIRA LINS;CAPOTAMENTO;CAPOTAMENTO DE UM VEICULO E QUEDA DE UMA ARVORE;1;;;;;;;;;1
COM VÍTIMA;FINALIZADA;2015-06-06;04:38:00.000;BOA VIAGEM;AV BOA VIAGEM;6688;CAPOTAMENTO;CAPOTAMENTO;CAPOTAMENTO DE UM VEICULO;1;;;;;;;;;1
SEM VÍTIMA;CANCELADA;2015-06-06;04:48:00.000;BOA VISTA;RUA PRINCESA IZABEL;;EM FRENTE A CAMARA MUNICIPAL;CHOQUE;VEICULO COLIDIU CONTRA UM POSTE;1;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;06:38:00.000;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;E/F A ILHA DO RETIRO/ SENTIDO CIDADE;CHOQUE;CONDUTOR CHOCOU SE CONTRA UM POSTE  OBS O CONDUTOR ENCONTRE SE COM SINTOMAS DE EMBRIAGUEZ;0;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;07:41:00.000;CASA AMARELA;RUA CONS NABUCO;109;E/F AO COLÉGIO APOIO;COLISÃO;SEM VÍTIMAS;0;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;08:33:00.000;BOA VIAGEM;RUA SETUBAL;1003;PROX AO POSTO DE GASOLINA SHELL.E/F AO ED PAINEIRAS;COLISÃO;COLISÃO SEM  VITIMAS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;08:44:00.000;CAXANGÁ;AV CAXANGA;;NO SEMAFORO Nº262;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;09:46:00.000;TORREÃO;RUA OTHON PARAISO;519;ANTIGA CASA DE ZE NABO;COLISÃO;SEM VITIMA;2;;;;;;;;;0
SEM VÍTIMA;CANCELADA;2015-06-06;10:30:00.000;SAN MARTIN;AV GENERAL SAN MARTIN;;APÓS A CENTRAL DOS CORREIOS (SEMÁFÓRO Nº 058);COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;10:43:00.000;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;APÓS VIA SUL AUTOMOVEIS( NO SEMÁFORO Nº 306);COLISÃO;SEM VÍTIMAS;3;;;;;;;;;0
COM VÍTIMA;FINALIZADA;2015-06-06;10:57:00.000;MACAXEIRA;AV NORTE;;"APOS A ACADEMIA DA CIDADE/SENTIDO CIDADE E;F AO N7205";COLISÃO;COLISÃO COM 2 VITIMAS;1;1;;;;;;;;2
SEM VÍTIMA;FINALIZADA;2015-06-06;11:05:00.000;IPUTINGA;RUA MAURICIO DE NASSAU;588;EM BAIXO DO SEMAFORO 239;COLISÃO;COLISÃO SEM  VITIMAS;1;;;;;;1;;;0
SEM VÍTIMA;CANCELADA;2015-06-06;13:06:00.000;JORDÃO;AV GOVERNADOR ROBERTO SILVEIRA;;E/F AO TERMINAL DE JORDAO BAIXO;COLISÃO;COLISAO ENTRE ONIBUS E AUTO;1;;;;;1;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;13:21:00.000;IPUTINGA;RUA ODILON ARAUJO;645;COM  A RUA FELIPE SANTIAGO;COLISÃO;COLISÃO   ENTRE DOIS AUTOS;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;13:27:00.000;CAXANGÁ;AV CAXANGA;2414;APÓS O PARQUE DO CORDEIRO  SENT CAMNARAGIBE E/F AUTO FUTURA PREMIUM;COLISÃO;COLISÃO DE DOIS AUTOS S/V;2;;;;;;;;;0
SEM VÍTIMA;FINALIZADA;2015-06-06;15:34:00.000;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;E/F AO LAÇA BURGUER;COLISÃO;COLISAO ENTRE AUTOS;2;;;;;;;;;0
